property_id,location,size_sqft,num_rooms,age_years,condition,proximity_to_amenities_km,sale_price_usd
25700,Jeremyfurt,3624,3,19,Poor,2.8,345972
25701,Rodriguezborough,2808,4,11,Fair,7.09,1176990
25702,Port Jason,4164,9,1,Fair,9.14,397169
25703,Jamesberg,1401,9,67,Good,7.87,700229
25704,West Matthewstad,4489,2,23,Poor,7.12,1463414
25705,East Jason,4192,9,13,Excellent,0.37,1847899
25706,North Matthew,4996,8,75,Poor,4.25,171711
25707,North Michaelland,2648,2,13,Poor,7.72,281724
25708,Bobbyfort,795,7,36,Poor,6.07,1161909
25709,Buchananburgh,1247,10,27,Good,7.54,1259813
25710,North Jessicashire,804,5,100,Good,6.48,1995562
25711,New Heathermouth,1767,7,86,Fair,2.24,1407832
25712,New Carolmouth,4289,8,69,Excellent,0.69,196834
25713,North Sabrinabury,1341,6,82,Fair,2.5,686202
25714,North Juliebury,3816,7,2,Good,0.88,746181
25715,North Jesse,4818,9,22,Fair,6.35,633243
25716,New Randallborough,2172,10,3,Excellent,5.4,1998099
25717,South Joshua,4462,3,68,Poor,5.18,1423940
25718,Hensleyburgh,1342,10,78,Fair,8.59,852981
25719,Perkinstown,4071,3,98,Fair,0.48,1629314
25720,Andersonhaven,1265,5,52,Good,5.18,1395145
25721,South Carrieport,1374,8,61,Good,7.16,851321
25722,Laurachester,3496,7,14,Good,8.22,1757638
25723,Lawsonshire,4726,9,79,Fair,6.45,756954
25724,North Ericland,3688,1,12,Poor,1.89,424117
25725,South Bianca,3975,8,98,Poor,1.64,742371
25726,West Josephfurt,4738,3,93,Fair,5.5,1143752
25727,North Troyshire,3960,6,75,Poor,8.88,1082710
25728,New Rhondashire,1424,8,97,Fair,4.99,1413064
25729,East Mark,1197,10,13,Fair,2.22,381252
25730,North Gregory,4350,8,52,Fair,3.27,345250
25731,Lake Latasha,3657,6,6,Fair,8.96,253194
25732,Port Kyleshire,4092,2,75,Excellent,1.67,124671
25733,Morenoton,3418,4,14,Good,9.01,1861354
25734,Marcuston,4770,2,100,Poor,0.74,448125
25735,West Sandraview,2154,6,17,Good,5.57,711260
25736,North Corey,2131,5,49,Fair,0.77,1225581
25737,Lake Nataliefort,1809,7,71,Excellent,2.95,277561
25738,Port Michaelville,3890,4,73,Fair,2.64,1406465
25739,Lake Charles,1037,7,56,Poor,9.43,1119544
25740,Edwardsmouth,4403,8,43,Excellent,7.88,985025
25741,West Kathleen,841,7,30,Good,7.35,841079
25742,Faithburgh,3128,3,74,Poor,9.98,1531578
25743,South Mitchell,730,2,93,Good,2.84,1104578
25744,Port Timothy,3226,4,86,Fair,5.53,773058
25745,Amandaville,4893,7,41,Poor,2.43,1712261
25746,Lake Andrea,2198,1,27,Fair,0.6,1220281
25747,Mcguireport,3571,7,16,Excellent,1.75,487121
25748,West Ashley,2053,3,21,Excellent,8.64,657641
25749,Kimberlymouth,2593,10,61,Fair,5.98,604686
25750,Wilsonport,3420,5,3,Good,1.65,113186
25751,Morrisside,4916,10,93,Excellent,0.99,1032531
25752,Jonathanmouth,1048,5,70,Fair,4.22,396610
25753,Port Christine,3348,5,55,Excellent,1.64,854686
25754,Lake Alexis,3956,8,44,Fair,4.95,1172663
25755,Wilsonburgh,3180,3,64,Good,7.89,907062
25756,Cantuberg,4102,8,21,Poor,1.05,1137484
25757,Henryberg,1728,3,59,Poor,8.38,140669
25758,North Margarettown,4968,5,10,Fair,9.68,1874429
25759,Martinezside,3527,6,92,Good,6.94,1889285
25760,East Dustin,2522,6,26,Good,5.97,862425
25761,South Danielview,3487,8,91,Excellent,1.37,518123
25762,Howemouth,2461,7,30,Fair,6.84,1870501
25763,North Christopher,2527,10,52,Good,0.71,1513758
25764,Kimberlyton,4671,10,61,Fair,4.8,1864552
25765,Michaelton,1836,10,55,Fair,7.52,720603
25766,West Johntown,2812,9,74,Good,6.4,714086
25767,Port Scott,1804,8,46,Good,7.47,1212699
25768,Chavezshire,3677,6,15,Fair,8.93,1009602
25769,Lake Williamview,3778,2,75,Fair,8.51,1298128
25770,Alanberg,1663,2,38,Poor,9.01,842951
25771,East Jon,1272,10,79,Fair,1.23,1377857
25772,North Catherineview,4334,5,15,Fair,4.51,1462937
25773,North Sarahport,4448,9,73,Excellent,3.11,558796
25774,Port Tracie,3245,10,72,Good,8.57,882763
25775,Jacobschester,854,4,79,Fair,7.15,664733
25776,Myersberg,1045,4,53,Poor,5.29,1319609
25777,Wrightbury,3205,4,88,Excellent,7.42,631393
25778,North James,4918,7,37,Excellent,3.62,944904
25779,Robertburgh,2692,4,81,Excellent,6.65,1078857
25780,East Crystalview,3984,10,66,Good,1.21,278293
25781,Lake Haleytown,4004,10,15,Poor,6.71,1286219
25782,Miguelchester,4989,7,99,Poor,7.15,1524891
25783,Lake Cassidy,4472,1,78,Excellent,7.76,524167
25784,Sloanberg,2204,2,15,Excellent,7.67,644252
25785,South Davidchester,535,5,81,Good,6.31,980197
25786,Port Joshua,2158,5,40,Good,2.47,985996
25787,Millerport,552,8,77,Good,2.67,1664427
25788,Kingmouth,1742,2,63,Good,6.52,1744403
25789,North Thomas,4722,6,63,Poor,8.12,251581
25790,Jessicaberg,3293,10,65,Poor,3.17,1767779
25791,South Matthewtown,2175,10,10,Good,0.73,1888064
25792,Kristenfurt,1790,8,92,Poor,5.26,101542
25793,Amandaborough,4284,8,32,Good,1.01,1831188
25794,Millermouth,1964,2,50,Fair,0.55,1682821
25795,Port Bruce,4423,10,47,Fair,3.87,1969101
25796,Butlerville,3647,5,96,Fair,3.36,1366146
25797,Dudleyview,4022,5,71,Excellent,8.04,660626
25798,Lake Suzannemouth,2318,6,78,Poor,5.05,1711901
25799,Jeremiahberg,2589,10,58,Fair,8.91,580574
25800,Lake Ambermouth,3094,6,97,Poor,4.59,1002113
25801,West Anne,1070,10,26,Fair,9.44,461500
25802,Gibsonport,3539,7,58,Poor,3.1,990190
25803,Stewartborough,1001,2,45,Good,2.05,445520
25804,South Laurenport,1848,5,5,Fair,6.97,463897
25805,Port Ronaldview,3120,1,58,Fair,6.11,1752108
25806,Smallmouth,1530,10,2,Poor,2.63,1860369
25807,Johnsonville,4742,8,0,Excellent,9.31,1593196
25808,Taylorstad,3536,8,61,Fair,7.69,1200578
25809,Vickistad,2956,5,90,Good,6.09,1005713
25810,Mendezville,3993,2,66,Fair,8.63,1781932
25811,Karlaside,1372,9,22,Poor,6.9,1428336
25812,East Joshua,2454,5,66,Good,9.43,1024680
25813,North Christine,536,2,14,Poor,6.41,1957363
25814,Kaiserberg,4959,3,75,Excellent,8.47,1037880
25815,Lake Mark,4326,7,93,Good,7.19,476130
25816,Port Joshua,2060,5,63,Poor,1.54,893832
25817,East David,562,1,42,Excellent,4.23,424602
25818,Lake Angela,4884,6,76,Fair,8.16,332627
25819,Steelefort,4365,4,74,Poor,5.78,299511
25820,East Mark,1524,6,16,Excellent,1.91,1407267
25821,Williamsshire,565,3,81,Poor,3.65,1448534
25822,Port Kimberly,4241,10,24,Poor,3.04,1200691
25823,Troyside,2333,4,93,Good,3.5,837896
25824,Christinebury,1867,3,1,Excellent,8.35,1369801
25825,Jorgeberg,4463,3,32,Fair,4.57,1710711
25826,Port Nicoleville,4392,8,52,Poor,6.53,811163
25827,Emilyport,4343,7,43,Excellent,7.87,1634217
25828,Charlesmouth,4234,10,95,Fair,9.39,1252120
25829,Lake Danielland,1449,8,68,Poor,4.0,1548880
25830,Katherinehaven,1490,4,64,Excellent,0.46,1827095
25831,Ashleymouth,4606,1,55,Good,0.32,1170517
25832,West Johnfurt,2896,6,27,Poor,9.7,1279934
25833,East Ryan,1648,8,73,Good,9.8,889860
25834,South Lisaside,3113,3,31,Excellent,1.73,1571702
25835,Port Ryan,1550,2,11,Good,0.29,1418752
25836,Campbelltown,4438,9,23,Good,0.72,1260860
25837,Shawmouth,4628,7,39,Good,8.89,1550025
25838,Wrightstad,3694,5,69,Fair,2.83,1361325
25839,Port Wendy,2125,6,57,Poor,1.15,835510
25840,Michelleberg,508,4,84,Good,3.98,1234393
25841,Amandamouth,1003,3,3,Good,8.73,1915477
25842,Lovemouth,570,7,91,Poor,4.53,137193
25843,Robertborough,4125,2,79,Good,0.81,1596654
25844,Parksborough,1179,7,60,Fair,9.14,196787
25845,Lake Scotttown,1699,10,94,Poor,8.06,436434
25846,West Raychester,1099,2,23,Excellent,2.1,108538
25847,Lake Michelestad,893,8,4,Poor,5.35,783630
25848,East Holly,1659,5,98,Good,2.51,724158
25849,Navarroberg,2782,10,51,Good,2.17,491376
25850,Toddborough,1653,10,67,Poor,7.42,1254663
25851,West Eugenefurt,2084,4,68,Good,2.57,813704
25852,Jennashire,2918,10,95,Fair,1.36,1039482
25853,New Deborahmouth,2877,5,8,Excellent,7.13,621467
25854,South Ryanbury,4504,6,85,Good,5.81,1478070
25855,Kennethhaven,2274,3,37,Excellent,5.11,734474
25856,Lake Dianaburgh,924,3,59,Poor,1.12,1155630
25857,Port Davidtown,3357,8,76,Fair,6.15,1375033
25858,West Lawrenceside,4460,10,64,Fair,0.5,1445979
25859,South Tracyborough,4162,2,37,Fair,2.5,1512693
25860,East Carolyn,4347,9,99,Fair,0.65,1169330
25861,Smithport,1269,1,24,Excellent,6.56,416132
25862,West Rickey,3999,6,13,Fair,3.59,1633711
25863,East Thomas,1485,6,83,Excellent,2.04,149702
25864,East Richardshire,4389,5,22,Fair,5.47,1871564
25865,East William,1387,8,99,Fair,5.44,823062
25866,Petersonberg,3581,1,50,Poor,0.63,314782
25867,Taylorside,3488,1,37,Fair,7.64,1370126
25868,Baileyburgh,4059,7,61,Excellent,7.36,1363990
25869,Adamsmouth,3366,9,31,Poor,8.24,500865
25870,Morseshire,3766,9,71,Good,6.84,760982
25871,Grossberg,3798,8,86,Poor,6.41,1322366
25872,Kevinville,4229,4,55,Fair,9.81,700116
25873,Davisville,3831,1,66,Poor,4.01,628639
25874,Foxmouth,2924,3,65,Fair,1.02,824587
25875,Port Julie,833,10,0,Fair,3.3,948793
25876,Port Kyle,3593,7,71,Excellent,2.81,1159462
25877,Denisemouth,4792,3,13,Good,6.94,1965904
25878,West Heathermouth,2421,1,16,Fair,9.68,1948345
25879,Kristenview,2095,6,52,Poor,7.73,819624
25880,West Cassiemouth,2855,7,95,Fair,8.88,145270
25881,Port Carlview,2679,4,86,Excellent,3.85,1038580
25882,North Christianside,631,4,11,Excellent,1.18,193604
25883,Olsenburgh,643,7,66,Good,1.57,916930
25884,Duncantown,3503,5,85,Excellent,4.84,624205
25885,Patriciaport,1747,1,0,Fair,0.28,505900
25886,Davisfort,1822,10,58,Good,4.28,1179872
25887,New David,2806,8,72,Poor,9.03,907739
25888,Bryanfurt,1633,7,4,Poor,0.51,1856818
25889,Schmittstad,3611,3,5,Excellent,8.75,1714557
25890,Lake Alyssafort,3486,9,56,Excellent,5.45,1938459
25891,East Bethanyfort,2107,3,56,Excellent,5.28,683941
25892,Lake Daniel,4259,8,38,Poor,2.15,1065558
25893,Port Kristine,2140,2,66,Poor,1.66,1192079
25894,Margaretfort,1993,3,44,Excellent,9.97,1669177
25895,South Michaelport,1541,9,13,Excellent,6.19,1843548
25896,Barnesport,1222,9,83,Poor,2.44,927822
25897,North Stacyside,1122,3,4,Poor,0.17,994238
25898,Washingtonville,2616,7,9,Excellent,0.6,1515821
25899,Mcguiremouth,2497,4,57,Excellent,2.86,1422699
25900,Port Christopher,608,2,86,Good,2.02,409162
25901,Brandonview,4257,1,41,Excellent,4.77,693020
25902,Schmidtberg,674,10,13,Excellent,8.43,1702569
25903,Michaelchester,3464,7,55,Good,8.34,103449
25904,East Nicholeburgh,2830,9,58,Excellent,4.31,1973289
25905,Brandonhaven,4417,8,49,Good,7.01,1075296
25906,New Laura,2492,3,100,Fair,7.21,1552300
25907,Dennisberg,3951,6,84,Fair,5.27,1286442
25908,Fowlerport,910,5,70,Poor,1.33,1461086
25909,South Lanceton,1434,1,31,Good,6.09,1665650
25910,Johnsonport,3240,8,37,Poor,9.16,890978
25911,Lake Richardtown,4537,8,98,Good,7.26,1498748
25912,Milestown,1436,5,16,Poor,3.31,131912
25913,South Heather,1176,9,48,Good,5.15,488387
25914,Dawnfort,3193,9,78,Excellent,8.15,163456
25915,Pamelaberg,804,2,92,Poor,3.0,1957829
25916,West Brandonton,1287,7,91,Excellent,6.48,1560985
25917,Elizabethfurt,859,9,0,Poor,3.48,805826
25918,Carlatown,1067,3,31,Good,1.02,1247144
25919,Rogersstad,3751,1,46,Fair,7.88,337551
25920,Jenniferburgh,1740,5,73,Good,7.02,575012
25921,East Jason,3932,4,10,Good,0.65,950388
25922,Smithshire,573,3,9,Poor,4.39,988764
25923,Jamesport,751,9,6,Fair,9.03,472397
25924,Andersonchester,4628,2,11,Poor,7.91,1982174
25925,East Sarah,767,3,35,Fair,5.68,1786436
25926,Davidshire,1602,8,11,Poor,7.88,1228971
25927,Ashleyfurt,3787,8,41,Poor,0.18,1712439
25928,Lake Laurenton,3356,4,21,Fair,5.75,1812023
25929,Lisaside,2211,2,0,Fair,6.56,669895
25930,New Williamchester,2643,8,28,Poor,2.37,912886
25931,Cassandratown,4339,8,65,Good,5.31,1367704
25932,Christopherburgh,3254,5,64,Poor,1.97,1445600
25933,Pamelafort,4233,3,19,Fair,2.34,337714
25934,West Ronald,2165,8,72,Poor,7.86,164757
25935,North Katherine,2307,9,20,Poor,8.18,450217
25936,Matthewport,3110,10,52,Excellent,3.29,1132968
25937,New Dianeview,2867,5,42,Poor,6.07,959111
25938,North William,4658,4,56,Poor,6.77,880691
25939,Johnchester,4599,8,15,Poor,7.35,880614
25940,Fisherport,2195,9,51,Poor,6.5,632596
25941,Valenciaton,3434,9,18,Excellent,6.56,388109
25942,Kylefort,4530,8,9,Fair,2.34,513145
25943,Port Stephanieshire,1231,3,27,Excellent,9.81,351730
25944,Wilsonton,2031,5,1,Good,6.98,855379
25945,Carlsonfort,1383,3,33,Good,4.81,1388653
25946,South Davidtown,2823,8,97,Poor,3.62,562044
25947,East Donnahaven,3800,6,96,Fair,7.72,469033
25948,Schmidtburgh,4366,9,36,Excellent,8.34,168163
25949,Bensonview,1247,2,7,Poor,8.92,1228832
25950,Susanchester,2565,5,36,Poor,8.36,1604538
25951,Jamesstad,3649,1,65,Good,9.31,382909
25952,South Christopherville,2486,7,70,Poor,6.81,1910532
25953,New Williamberg,4639,6,81,Excellent,9.76,1476806
25954,East Tamaraville,3884,1,56,Poor,9.1,1524488
25955,Thomasfurt,3673,6,37,Poor,5.48,961085
25956,East Davidside,2823,9,50,Poor,9.63,893095
25957,North Brandonville,2466,1,76,Good,9.39,1714308
25958,Cathyport,1776,10,55,Excellent,8.84,299432
25959,New Daniellefort,687,6,12,Excellent,4.81,1720668
25960,Christinetown,2201,4,99,Excellent,2.91,1361353
25961,East Jonathan,1250,2,0,Poor,5.01,589914
25962,Johnsonmouth,4553,7,83,Fair,0.77,1834664
25963,Harrisview,1636,5,41,Excellent,0.39,259754
25964,West Brianburgh,3839,8,75,Fair,0.28,744817
25965,South Cassandra,3967,1,79,Fair,3.63,882092
25966,Shafferburgh,3488,6,8,Excellent,1.98,1671565
25967,New Josephhaven,1698,10,22,Poor,5.73,1385465
25968,Janetfurt,4747,5,31,Excellent,9.35,1563325
25969,Port Jessicaton,1663,9,62,Excellent,2.57,663866
25970,New William,3042,9,52,Excellent,3.19,1715696
25971,New Warren,3718,8,60,Fair,3.9,1916487
25972,Jamesfort,4913,6,60,Fair,0.58,617014
25973,North Charles,3228,4,17,Poor,2.15,1655832
25974,Lake Samantha,2661,5,63,Good,8.33,1120658
25975,New Teresamouth,1863,1,91,Poor,6.47,196112
25976,Lake Timothybury,4580,8,4,Poor,4.33,467663
25977,New Dawnburgh,1552,4,41,Poor,4.2,1623420
25978,West Vincentfurt,2876,3,58,Poor,0.95,1873367
25979,New Eddieview,521,9,100,Fair,5.14,632514
25980,East Tammyberg,822,5,66,Poor,9.58,342123
25981,Billychester,781,6,93,Poor,1.78,1369685
25982,East Caleb,1657,7,55,Excellent,9.31,1908107
25983,Jacquelineview,670,9,44,Excellent,8.19,1674687
25984,Valeriechester,4973,9,43,Poor,3.53,1473136
25985,Wilkersonland,3704,10,88,Poor,4.94,1504454
25986,Robertside,906,4,19,Fair,9.76,1786253
25987,Osborntown,1207,3,0,Good,6.65,1372094
25988,Julialand,2991,3,41,Poor,8.49,500538
25989,West Davidchester,3588,9,34,Excellent,6.7,969468
25990,Leeberg,643,2,71,Good,9.92,1503229
25991,New Coreyville,3118,8,27,Fair,3.8,1588378
25992,West Marie,1204,2,58,Good,3.22,915797
25993,Dianeside,697,1,99,Excellent,8.75,343103
25994,South Wendyside,3268,9,39,Excellent,7.48,587474
25995,South Brianmouth,2792,3,51,Excellent,5.87,1130307
25996,Youngshire,2207,3,77,Fair,2.34,1757276
25997,New Garrett,1673,9,91,Poor,1.73,1923393
25998,East Alisha,4559,2,86,Fair,8.46,1433075
25999,Lake Susantown,1438,10,5,Good,7.86,802891
26000,North Michelle,3782,5,54,Fair,1.86,1535704
26001,Sarahborough,2162,1,96,Fair,6.44,877288
26002,Ginahaven,967,4,38,Poor,2.45,1447691
26003,Nancymouth,2123,4,63,Good,9.26,1930186
26004,New Joelburgh,2420,5,99,Fair,4.34,235190
26005,Sethland,3123,10,52,Excellent,3.39,1639955
26006,Chavezland,3947,8,32,Poor,9.97,750369
26007,Bradport,2278,8,7,Poor,2.25,1261489
26008,New Victoriafort,3624,6,47,Fair,7.61,1044681
26009,East Andrew,2144,10,78,Fair,8.39,1097165
26010,Smithfort,605,4,0,Poor,6.62,1716196
26011,Port Kellyhaven,1232,4,99,Good,6.97,848984
26012,Johnsonborough,976,7,81,Good,2.86,1390967
26013,Esparzahaven,965,8,88,Poor,1.09,328763
26014,Kimberlystad,808,9,36,Fair,9.27,678424
26015,Fieldschester,929,4,33,Excellent,5.19,1020589
26016,Rosariochester,4811,6,1,Good,2.3,138922
26017,North Kaitlyn,2423,9,89,Good,7.13,373368
26018,Lake Jasonville,1040,9,70,Good,4.61,846793
26019,New Cassidy,4132,5,31,Fair,3.22,256473
26020,East Gregory,4768,6,24,Excellent,2.13,174960
26021,New Kevin,1433,5,94,Excellent,9.65,1493028
26022,Maxwellside,529,10,94,Excellent,8.65,1190060
26023,Port Kristinaton,3037,1,49,Good,9.02,770191
26024,Anthonychester,4855,9,74,Good,5.92,1478618
26025,Wilsonfurt,867,7,18,Poor,4.54,662084
26026,Clarkside,1921,8,9,Excellent,8.42,1066395
26027,Russellhaven,4814,9,42,Excellent,1.97,241984
26028,Port Bryanshire,2389,2,86,Good,6.39,1478255
26029,Roweview,3251,4,17,Poor,9.21,1118927
26030,New Brandon,2782,9,52,Poor,7.89,976909
26031,Michaelstad,1028,3,5,Poor,1.12,998603
26032,Clarkchester,3245,4,83,Fair,5.64,1759687
26033,Gonzalezstad,4954,2,51,Excellent,5.18,732220
26034,Hernandezstad,1972,2,38,Excellent,2.28,1525194
26035,Hernandezborough,914,10,39,Excellent,9.69,956413
26036,Johnsonville,2385,7,85,Poor,7.31,1006900
26037,Lanceside,904,8,12,Good,1.12,1319902
26038,Terriside,2650,7,54,Excellent,9.29,534410
26039,North Stephanie,2307,5,17,Poor,7.0,1830426
26040,Smithfurt,4133,8,23,Poor,6.8,810549
26041,New Danielborough,3917,6,1,Good,1.74,1261258
26042,South Stevenfurt,3979,9,24,Fair,3.23,1561732
26043,New Dylan,1225,4,33,Fair,7.9,1210109
26044,Baileyport,2486,4,48,Fair,4.41,1961042
26045,Jesseberg,3920,6,68,Fair,6.4,451974
26046,Port Maria,3726,7,81,Good,4.2,1139909
26047,Lindseyhaven,1895,7,36,Excellent,9.92,595440
26048,East Jennifermouth,4872,4,29,Good,1.83,528844
26049,Hansonside,702,9,66,Good,0.15,965900
26050,Williamborough,4693,9,85,Good,6.78,1829762
26051,Mooreville,1174,3,75,Excellent,4.74,532276
26052,New Carlychester,1649,9,43,Excellent,6.94,1791477
26053,Christopherburgh,1623,3,32,Good,4.85,849069
26054,Ginaland,4015,3,63,Excellent,6.24,1901667
26055,Denisebury,4759,8,57,Fair,8.25,756770
26056,Michaelview,1047,1,92,Fair,5.85,421537
26057,Garyhaven,3357,7,9,Excellent,1.35,1154330
26058,Garyport,2982,10,82,Good,1.42,322752
26059,Boothland,4259,8,49,Poor,2.43,469861
26060,North Teresastad,2600,8,99,Good,8.99,1781097
26061,Brookemouth,4251,8,4,Excellent,9.77,1685096
26062,Jackbury,530,8,33,Poor,1.82,125900
26063,Damonberg,3346,4,67,Poor,5.03,1764866
26064,Evanburgh,2304,1,3,Excellent,8.58,637387
26065,South Lonnie,1103,9,47,Fair,7.71,114831
26066,Robertview,1223,5,59,Excellent,6.16,706748
26067,Heatherchester,797,3,30,Good,8.89,1360496
26068,East Michaelfurt,3357,10,41,Excellent,5.32,1139256
26069,New Trevorshire,4993,9,69,Poor,4.24,266781
26070,Mortonview,2237,6,64,Fair,8.36,843622
26071,South Sharonfurt,2503,1,33,Poor,8.47,1593181
26072,Taylortown,568,8,33,Good,3.88,1049542
26073,Coleview,4044,8,44,Poor,4.84,1842568
26074,East Aaronborough,4573,1,33,Excellent,9.84,123301
26075,West Pamela,2161,3,71,Fair,8.24,1312595
26076,Bennettfort,4168,4,15,Fair,2.64,1314637
26077,East Christophershire,4627,7,16,Good,4.31,303784
26078,Johnsonland,2877,9,39,Poor,8.67,1395376
26079,Lake Ryan,1642,2,51,Fair,9.65,1960328
26080,Rodriguezfort,1275,1,12,Fair,4.13,1314870
26081,New Derek,1522,5,85,Excellent,7.76,1854660
26082,South Cassandra,3026,7,100,Excellent,9.41,1581705
26083,East Monicatown,1646,4,41,Excellent,4.89,429373
26084,Lake Theresa,3958,7,58,Poor,3.65,1425129
26085,Lake Michaelborough,2406,4,5,Poor,9.73,1874501
26086,East Ryan,4386,3,74,Poor,3.16,673659
26087,North Amyborough,3843,1,68,Poor,1.34,749914
26088,Sanchezfurt,3416,2,16,Excellent,0.94,1287970
26089,South Kayla,735,6,60,Poor,6.14,863756
26090,North Amber,1350,5,16,Fair,2.38,624832
26091,Williamsburgh,3822,7,72,Fair,8.75,500358
26092,New Danielberg,4479,2,0,Fair,6.95,562817
26093,Makaylaland,3999,3,67,Fair,8.98,771975
26094,Schneiderview,4423,2,72,Good,1.23,1414839
26095,Montgomerychester,1305,5,21,Fair,7.72,375208
26096,West Amy,4670,10,75,Good,3.83,1030395
26097,East James,4557,2,3,Excellent,6.95,543205
26098,South Theresaview,4421,3,27,Fair,2.9,1654360
26099,Feliciafort,3761,3,15,Poor,9.56,626728
26100,Danielberg,1526,9,96,Good,5.0,1704392
26101,Port Jasonport,4848,7,70,Fair,1.64,1915363
26102,Brooksport,4945,8,68,Poor,5.59,731666
26103,Port Nicolasfort,2275,4,13,Poor,1.18,270146
26104,Tracyhaven,3851,2,24,Fair,4.88,476879
26105,Lake Ralph,2434,10,46,Poor,8.59,1066455
26106,Weberfort,4042,5,46,Excellent,3.87,1722469
26107,New Lindseyport,4962,2,98,Good,1.44,1563590
26108,Christinahaven,4808,10,97,Good,5.78,1735195
26109,Patrickport,3428,5,69,Poor,5.2,778037
26110,Moorestad,701,10,83,Excellent,4.87,258915
26111,Port Jessica,1219,3,12,Excellent,9.13,1351141
26112,Gabriellastad,3748,7,2,Excellent,4.29,1276143
26113,Petermouth,1822,6,87,Good,2.6,905107
26114,East James,4267,2,86,Fair,0.76,743237
26115,West Daniel,3789,2,28,Fair,4.95,414058
26116,Port Jeremytown,1908,9,98,Good,5.59,842442
26117,Danielsbury,1801,6,72,Good,0.28,412515
26118,Lake Lisaburgh,2007,9,7,Fair,0.83,606368
26119,New Matthew,3982,1,73,Fair,9.02,1199404
26120,West Lisa,4041,3,68,Good,1.94,1314934
26121,West Christina,4063,1,67,Poor,7.66,190928
26122,Reesefurt,4136,3,0,Fair,5.53,913104
26123,Millerland,4716,4,91,Excellent,8.41,183181
26124,Ericstad,4717,2,29,Excellent,6.24,835016
26125,Whitefort,591,6,21,Fair,2.84,570657
26126,North Williamhaven,2095,3,100,Excellent,3.27,783749
26127,East Joanshire,4166,2,81,Good,8.14,1429101
26128,North Meganville,3752,9,45,Fair,8.72,1202073
26129,Lake Krystal,1201,1,37,Good,9.23,1926598
26130,Bryanhaven,3737,10,21,Excellent,0.44,1043606
26131,South Jim,3161,7,64,Good,1.6,609677
26132,Carriehaven,1884,2,54,Excellent,0.1,1214349
26133,Gomezside,2034,3,97,Poor,4.33,1750877
26134,Lake Brian,4905,5,95,Poor,9.86,1573530
26135,Alexandriaburgh,505,10,38,Good,5.64,505281
26136,Kathleenmouth,4299,3,81,Fair,8.76,448757
26137,Rebeccatown,2887,1,87,Excellent,5.95,1864986
26138,Lake Cody,2481,2,33,Fair,2.47,1559644
26139,Port Bradley,3104,9,32,Poor,7.64,181021
26140,East Michael,4886,5,78,Good,1.58,1007859
26141,Shawnstad,1369,4,37,Excellent,4.13,992743
26142,East Mollyburgh,1610,6,61,Poor,1.13,1497443
26143,Madisonfort,3149,10,99,Poor,5.84,1210806
26144,Mayhaven,3296,8,51,Poor,3.25,716178
26145,Alexaside,4404,4,84,Fair,0.57,1480287
26146,Lake Jose,4434,1,85,Poor,8.58,859848
26147,Port Bryanview,4308,10,82,Excellent,8.68,1138857
26148,North Donna,1747,9,55,Excellent,6.26,627084
26149,Port Debbieland,4053,1,83,Fair,5.82,1632732
26150,Robertbury,3143,7,11,Excellent,9.91,661630
26151,New Joyfort,4563,6,37,Excellent,7.04,1614994
26152,Jaclynfort,3614,8,23,Excellent,4.57,1230475
26153,Schneiderport,2927,3,42,Fair,4.54,699619
26154,Lake Gerald,704,8,67,Fair,4.27,306433
26155,East Antonio,4997,4,42,Fair,8.94,186895
26156,Petersenburgh,2039,9,62,Fair,9.87,633782
26157,East Andrea,3525,1,78,Excellent,2.23,1054297
26158,North Kerri,4859,2,30,Fair,1.94,649997
26159,West Audreyside,701,7,38,Fair,2.32,868448
26160,South Anneview,3097,6,58,Poor,1.81,751552
26161,South Susanmouth,740,9,6,Fair,4.82,1254633
26162,North Rachel,1093,5,73,Good,8.26,797799
26163,South Russell,2883,6,56,Excellent,4.6,941833
26164,Lake Nathanburgh,1522,7,44,Excellent,1.25,1669864
26165,East Joseph,4111,4,11,Fair,1.94,405460
26166,Sanchezburgh,1395,3,18,Excellent,5.86,402819
26167,Lisamouth,3674,5,32,Poor,0.67,1428112
26168,South Carolineland,3200,6,9,Excellent,1.88,1398433
26169,Claystad,4455,5,82,Fair,3.03,1696455
26170,Lisabury,2043,1,56,Good,4.83,392527
26171,North Xavier,1073,6,96,Good,4.55,577787
26172,Ericaland,1639,4,77,Fair,5.7,1802778
26173,North Benjamin,3387,7,39,Poor,5.96,717905
26174,Lake Marvinshire,3747,1,22,Good,9.36,935218
26175,North Melissaview,3374,7,36,Poor,6.71,839811
26176,Kristineport,1260,6,42,Excellent,6.94,387655
26177,West Barbara,4877,7,5,Good,0.74,130955
26178,Carlosmouth,4865,9,75,Poor,0.21,1387742
26179,Martinezstad,4115,2,17,Excellent,4.46,1005475
26180,Makaylafurt,1157,6,5,Excellent,7.92,224851
26181,New Allen,1435,5,30,Poor,2.17,723682
26182,Port William,3026,1,7,Poor,5.63,118973
26183,Ryanchester,4805,10,11,Fair,1.93,785845
26184,Port Mackenzieshire,4010,9,79,Good,2.98,936669
26185,Port Christopherburgh,822,6,44,Fair,6.86,1693212
26186,Deborahshire,959,3,21,Fair,2.16,1340494
26187,West Kaitlinland,3457,2,17,Good,6.75,1892874
26188,South Derrick,857,8,69,Fair,0.46,830000
26189,Ginafort,535,8,43,Excellent,4.65,800912
26190,Anthonyhaven,2004,3,0,Good,1.54,1928324
